510.204081632653,0.391,0.43415235292355936,2.2238680357608898,-,,,,0
519.75051975052,0.45413924015771734,0.562,2.4877171683347745,-,,,,0
529.100529100529,0.499,0.6612968115917334,2.585848507283311,,,,,0
546.448087431694,0.5630220072314979,0.797,2.6263874091096073,,13.657868885501667,14,1456.4251255372292,2.6126512056610283
561.797752808989,0.598,0.8490764107243254,2.5895285537519994,,13.098264865976455,13.5,1464.4112828824402,2.590110274312028
580.046403712297,0.6116603410291567,0.879,2.5933185867656503,1490.7230141408725,12.704752118026752,13,1453.8520810249527,2.5751977205284993
599.520383693046,0.619,0.8859097214278454,2.578778673062828,1623.5980283277145,12.223151028900753,12.5,1453.0143424953972,2.559283844188766
621.890547263682,0.6222414087759526,0.89,2.57429305456528,1508.6687570766046,11.762972755410663,12,1449.4632912771476,2.5485883296160368
647.668393782383,0.625,0.8938664638733393,2.5711839716477196,1508.3194021310037,11.281153532593928,11.5,1448.3962662003337,2.5436364092864685
675.675675675676,0.629372381924521,0.897,2.561116580814959,1432.6208659728982,10.77120086782649,11,1451.0140788021843,2.5382562147662413
707.213578500707,0.635,0.9001265274674056,2.54676915226972,1355.834874062932,10.233213899516997,10.5,1457.8750821682222,2.535971555707044
741.839762611276,0.6445946334432643,0.903,2.5184912131184642,1264.1381708492581,9.647246909942373,10,1472.7860846747005,2.5334631763245454
780.03120124805,0.652,0.9060040263024964,2.4984274382079805,1255.8156649931216,9.10181130593158,9.5,1482.9921210702794,2.530696523869901
825.082508250825,0.6526017831461589,0.9079999999999999,2.4998901556372912,1369.6405441059346,8.609870273749191,9,1485.2137717955848,2.535971555707045
875.656742556918,0.653,0.9041518942306301,2.491750087548873,1398.9716827237942,8.086184529503873,8.5,1493.5451089028634,2.5418932639515455
